,periodo,Total,cod_prov,provincias,cod_actividad,ramas de actividad
1075,2020,58690,52,Melilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1076,2019,64244,52,Melilla,2," Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación"
1077,2021,14252,52,Melilla,3, - De las cuales: Industria manufacturera
1078,2020,12664,52,Melilla,3, - De las cuales: Industria manufacturera
1079,2019,14042,52,Melilla,3, - De las cuales: Industria manufacturera
1080,2021,73277,52,Melilla,7, Construcción
1081,2020,72557,52,Melilla,7, Construcción
1082,2019,84635,52,Melilla,7, Construcción
1083,2021,269691,52,Melilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1084,2020,234968,52,Melilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1085,2019,295106,52,Melilla,4," Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones"
1086,2021,266541,52,Melilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1087,2020,254596,52,Melilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1088,2019,258800,52,Melilla,5," Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares"
1089,2021,783628,52,Melilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1090,2020,759737,52,Melilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
1091,2019,770320,52,Melilla,6," Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios"
